Id,Investors,Amount,Valuation,Comment,URL,Confidential,Amount confidential,Date of the funding round,Type,Phase,Canton,Company,Gender CEO,Article Summary
S2418,"planet A Ventures, Innovation Endeavours, WSG AG",1.5,0.16,,https://www.startupticker.ch/en/news/optiml-secures-chf-1-5-pre-seed-investment,0.0,0.0,2023-05-01,VC,Seed,ZH,OPTIML AG,Male,"Zurich-based OPTIML AG is building a software platform to enable sustainable real estate investment planning. The startup has received pre-seed capital of $1.6m (CHF 1.5m) from Silicon Valley and German investors. The funds will flow into building a team to launch the first web-based SaaS next year. Based on over four years of state-of-the-art engineering, sustainability, and policy research at ETH Zurich with multiple PhDs on the technology, co-founders of OPTIML , Evan Petkov (CEO) and Jordi Campos (CTO), are developing SaaS products based on optimization algorithms to generate intelligent low-cost and low-carbon investment strategies for existing buildings. Their end-to-end software platforms OPTIML-portfolio and OPTIML-Asset empower real estate and infrastructure owners to make smarter renovation decisions. With OPTIMLasset, long-term strategies to 2050 can be developed for any unique building asset considering all aspects of renovations for asset and construction management. Minimal data input is required but the models can be leveraged with maximum customizability. Scaled to any number of buildings, OPTIML portfolio develops portfolio budgetary and CO2 pathways considering asset level granularity with minimal planning cost. The novel data-driven approaches, scaled from the asset to portfolio level, enable increased productivity of up to 75%, up to 30% CO2 reduction and accuracy for multi-year planning. Founded in 2020, the platform has been tested in pilots with some of the largest building owners in Europe. To accelerate development and launch the solution in the fall of this year, the startup has obtained fresh funds in a pre-seed investment round. Planet A Ventures from Berlin and Innovation Endeavors from San Francisco co-led the round, with early support from Zurich-based WSG AG . The funds will also enable the startup to expand its team to help achieve its targets, including the go-live. (RAN)"
S2429,n.a.,0.45,,,https://www.startupticker.ch/en/news/qrcrypto-raises-usd-500k-to-fuel-development,0.0,0.0,2023-05-01,VC,Early Stage,VD,QRCrypto SA (itk.swiss group),Male,"As quantum resistant cryptography becomes mandatory in the United States and its implementation is accelerated by the White House, Swiss cybersecurity startup QRCrypto announces the raising of a new convertible loan of USD 500,000. After an initial seed funding of the same amount, this round bridges the gap with the ongoing Series A funding round. The company already has its first customers and is about to close a major contract. Since its creation in May 2019,  Swiss cybersecurity startup QRCrypto (QRC) has raised USD 1.25M. The spin-off of itk.swiss is today actively expanding in the US, a key market given the federal law mandating QRC since December 2022 (Quantum Computing Cybersecurity Preparedness Act). Contacted by Startupticker.ch, QRC's CEO Stiepan Aurélien Kovac explains that his team has fully developed products that make cryptography quantum-resistant using and, in some cases, setting emerging standards. Ongoing projects relate to securing light communications (“LiFi”) with its tech. The Swiss startup works on making secure messengers, together with partners using its technology. QRCrypto's European entity leads cryptography standardization with the provision of hosting in Luxembourg for the upcoming SC27 WG2 meeting. The future of cryptography standards is being decided at the global level. QRC America just joined the US SC27 mirror committee, so that the startup will provide experts from both sides of the Atlantic to ensure timely delivery of quantum-resistant cryptography standards, a critical enabler of digital security. Based at EPFL Innovation Park, QRCrypto has a team of 19 people working at the global level and is in the process of onboarding an internal IPR lawyer to cope with the pace of its innovations. (ES)"
S2430,CV VC,1.0,,,https://www.startupticker.ch/en/news/climate-finance-platform-raises-usd-1-1-million,0.0,0.0,2023-05-01,VC,Seed,GE,PÜRPOSE Group SA,Male,"Pyrpose, a climate finance platform which connects climate conscious consumers directly with climate innovators to reduce future carbon emissions, is looking to accelerate its growth trajectory after announcing today that it has completed its fundraise. The Geneva based start-up has raised US$1.1m (CHF1m) in its angel round, including institutional investment from CV VC , an early-stage venture capital investor with a focus on global startups that build solutions using blockchain technology. It has also attracted the backing of business angels across the globe that believe in a world where all of us can participate in funding climate solutions. The Pyrpose platform allows consumers to understand their own carbon footprint and puts them in control of their own climate action. They can directly invest in climate solutions and generate returns, while at the same time providing SME climate innovators access to much-needed working capital to improve the future of the planet. The funds from the latest raise will be used to complete the company’s private beta and to continue to refine its product to launch its minimum viable product (MVP) in Q3. It is also looking to open its seed round in the coming weeks to accelerate the mission yet further. David Long, Principal & Head of Investments, CV VC, added: “Pyrpose addresses an untapped demand for people to put their money to good use in the fight against climate change. By offering an engaging, simple to use platform, users can align their values with their financials for the benefit of the future of our planet. Utilizing blockchain technology, Pyrpose ensures users experience a transparent, trustworthy and secure record of the investments made.” (Press release / SK)"
S2431,"Vaudoise Assurance, buiness angels",1.0,,,https://www.startupticker.ch/en/news/la-prospection-innovante-de-popety-seduit-les-investisseurs,0.0,0.0,2023-05-01,VC,Early Stage,GE,Popety SA,Male,"Last March, Poppy raised more than CHF 1 million to develop its innovative field prospecting platform.The funds mainly come from existing shareholders.Among these we find the Vaudoise Assurances as well as Swiss Business Angels or living in our country.With offices in Geneva and Zurich, Popsy already has more than a hundred customers.Poppy.io aims to become the best prospecting and real estate analysis platform in Switzerland.The Geneva Proptech helps real estate professionals to speed up their prospecting and analysis process by providing them with digital solutions that are easy to use to no longer waste time on the collection, analysis and layout of data in order to focus on the human tasks that matter.“We want to create a complete, simple and transparent prospecting experience so that each real estate professional has access to the best digital tools for their prospecting work.»Explains Thibault Clément, founder and CEO, at Startuptikecer.ch thanks to his new funds, Popety plans to recruit new employees in its sales and customer support teams, in particular on the newly open cantons in German -speaking Switzerland and strengthen its data and development teams in order to continue its innovation cycles that meet the needs of its customers.To do this, Poppy is developing new features for its identification and analysis solution of plots with high potential.“We work with an EPFL laboratory as part of an innosuisse project on an engine of generative architectural design based on artificial intelligence.Explains the CEO.The Proptech Romande also develops a new product for brokers in order to allow them to easily create reports of real estate estimation in white marque.Available in 17 cantons already, the solution will be offered throughout Switzerland by the end of the year.Installed in the heart of the Plan-les-Ouates industrial zone, Popsy already has more than a hundred customers.There are real estate management, brokers, investment funds or insurance.With the recruitment of 2 new people this month in his Zurich office, Poppy.io now has 12 employees and aims to hire another 6 people by the end of the year.(Es)"
S2433,Crowdfunding via conda,1.3,25.24,,https://www.startupticker.ch/en/news/crowdinvestment-traegt-im-mai-ueppige-blueten,0.0,0.0,2023-05-01,VC,Later Stage,BS,MyCamper AG,Male,"Numerous startups have offered shares of their companies through new and existing crowdinvestment platforms in the past few weeks.Most of them were extremely successful - only one thing could not mobilize his crowd as desired.Four startups have offered shares since the beginning of May via the new crowdinvestment platform OOMNium.Two campaigns have already ended and two more have already secured their financing before the collective period has expired: Ellexx with their financial platform for women generated almost 1380 new investors and, by selling shares, 1.43 million francs.The Yamo campaign is also finished.The startup has not reached its financing threshold of CHF 500,000 - 44 percent were still missing.Shortly before the end of the campaign, the vegan GLACE producer Nanimale from Zurich can already look forward to: she exceeded the dief financing threshold and found over 230 new investors.The Travel-Tech Start-up Parkn’sleep can also go to the end, there are only a few shares available until the maximum goal of CHF 350,000 is reached.The Lucerne team convinced over 350 new investors.On the crowdinvesting platform Conda, a startup with reference to travel also launched a campaign in May.The Sharing platform for private camping vehicles has collected over CHF 1.3 million in 554 investors.Just before the end of the month, the campaign started from sting.The startup exceeded the 100,000 franc threshold on the first day.With fresh capital, the Luganesi want to strengthen its AI-based booking platform for live entertainment with over 4,000 artists and further establish themselves on the domestic market.(Fri)"
S2435,"Cygni Capital, Outlier Ventures",1.0,,,https://www.coincarp.com/de/fundraising/nomiks-preseed/,0.0,0.0,2023-05-03,VC,Seed,GE,Nomiks Sàrl,Male,
S2438,Nova by Saint Gobain,,,,https://www.startupticker.ch/en/news/plantformance-secures-growth-capital,0.0,0.0,2023-06-01,VC,Later Stage,AG,Plantformance AG,Male,"French construction materials giant Saint-Gobain has acquired a minority stake in the Swiss manufacturing hardware and software scale-up Plantformance via its corporate venturing arm Nova. The funds will flow into growing the team and rolling out its products and solutions on a larger global scale with new and large clients. Founded in 2017 by two co-founders, Dominique Wille (CEO) and Rok Zupan (CTO) and based in the canton of Aargau, Plantformance is a fast-growing company providing high-performance manufacturing with a secured hardware and software development solution on-site or in the Cloud. Its signature hardware, the server FactoryBrain, can manage 100+ client stations, 100 operators, and 1 million sensors and actuators without slowing down. The company currently operates and maintains approximately 200 “FactoryBrain” servers on-site and manages 2 million real-time signals and interfaces for 40+ enterprise solutions. Plantformance's customers, large industrial groups based in 20 countries on four continents, also benefit from its suite of products, including FactoryClient, FactoryTouch and IoT sensors designed specifically for manufacturing. Plantformance has closed its first growth equity round with Nova by Saint-Gobain , a worldwide leader in light and sustainable construction. Active in 75 countries, Saint Gobain generated €51.2 billion in sales in 2022 and employs 168,000 people. The proceeds from the round will boost the company’s business development activities and team expansion to further grow Plantformance products and solutions globally while facilitating the manufacturing industry to adapt to the next IT efficiency and security levels. In line with the financing round, Plantformance has strengthened its board of directors by welcoming Raphaël Viard, VP & CDIO at Saint-Gobain High-Performance Solutions. (Press release/RAN)"
S2957,SICTIC,0.55,,,https://www.riskwolf.com/,0.0,0.0,2023-06-08,VC,Seed,ZH,Riskwolf AG,Male,
S2959,,0.3,16.55,,https://oxyprem.com/,0.0,0.0,2023-11-09,VC,Seed,ZH,OxyPrem AG,Male,
S2451,"Industry insider and Serial Entrepreneurs, SICTIC",1.0,,,https://www.startupticker.ch/en/news/eine-millionen-franken-pre-seed-runde-um-eine-alternative-zu-plastik-zu-produzieren,0.0,0.0,2023-06-01,VC,Seed,AG,Noriware AG,Female,"Noriware's packaging material based on algae is 100 % natural, fully compostable and can be manufactured on machines in the traditional plastic industry.Industry insiders and serial entrepreneurs are now supporting the startup with a pre-seed investment.Noriware starts the fight against the plastic industry and the environmental problems associated with it.The company, founded by Jessica Farda, was able to record over a million francs in the pre-seed financing round just completed.Investors include proven experts from the packaging industry and the successful serial entrepreneurs Ertan Wittwer, Marcel Kubli and Philip Magoulas, who sold their medical retail startup bestsmile to Migros last summer and have been involved in several startups since then.Ertan Wittwer will take the company's board of directors.With the fresh money, the laboratory infrastructure in Lupfig, AG is further expanded and the team enlarged.The goal is to bring a product to market maturity that has the potential to permanently solve the global plastic problem: a packaging material based on algae, which is broken down in record time in the home compost and - in contrast to existing solutions - does not leave any microplastic particles.It can be used in a variety of industries, with the main focus is currently on protective films for the rapidly growing e-commerce.Production with conventional machines In contrast to algae -based packaging materials from other manufacturers, the product of Noriware can be produced efficiently and highly scalable on the existing infrastructures and machines of the plastics industry, which means an enormous competitive advantage.«Our product is highly scalable and can be manufactured at competitive costs.We have developed a packaging solution that is not only ecologically but also economically viable, »explains Farda.The interest in Noriware is correspondingly great.""We receive numerous inquiries and are currently setting up test procedures with selected companies so that we can adapt our product to their market needs,"" continued Farda.In 2024 the packaging of Noriware is to be used commercially for the first time.By chance in the shared kitchen, the founding history of Noriware is as unique as the packaging solution itself. After holiday by the Mexico sea in 2021, the HSG student Jessica Farda began to research the usage of algae and experiment in the flat-rate raw material in the flat share.By chance, she discovered a procedure for the production of an algae -based plastic set.In order to promote her research, she subsequently looked for a partner with the necessary know-how in the field of material sciences and the adequate infrastructure.She found this first in the ETH Zurich and later in the FHNW.In 2022, Farda founded Noriware AG together with COO Stefan Grieder, received the “Plastics for Zero Emissions” funding award from the NTN Innovation Booster Plastics and a research scholarship from the Aargau research fund.In February 2023, it finally managed to produce the completely new material that Noriware takes off from the competition and should one day replace conventional plastic packaging.(Press Release / SK)"
S2455,"SICTIC, Innovationsstiftung der Schwyzer Kantonalbank & Business Angels: David Studer, Hans C Werner, Beat Fellmann, Melanie Gabriel, Daniel Heller",1.0,,,https://www.startupticker.ch/en/news/moodtalk-sichert-sich-eine-million-franken-fuer-seine-teamentwicklungsplattform,0.0,0.0,2023-06-01,VC,Seed,UR,Moodtalk AG,Male,"More than 150 teams of well-known companies such as the CSS Versicherung, Axpo and the Aargau psychiatric services are already using the Moodtalk organizational and team development platform.A seed financing round now provides further thrust.A shortage of skilled workers, digitization and efficiency pressure present companies with challenges.In this situation, topics of cooperation must be addressed early and solutions must be implemented immediately and directly in the teams in order to be successful as a company.Moodtalk's goal is to enable employees to recognize, address and immediately implement suitable solutions.Moodtalk's software complements the human exchange with the necessary structure, shares solutions and inspiration and makes behavioral changes in cultural transformations and strategy implementation processes measurable.According to Moodtalk, the use of the software reduces the period between the detection and solution of team challenges by a factor of 10 and the satisfaction and commitment of employees increase by more than 30 percent.Moodtalk also efficiently measures how the change in behavior is implemented as part of a cultural transformation and strategy adaptation and makes this transparent in real time of the management and the HR teams in order to be able to act early and to ensure the success of transformations.Experienced business deficiency on board In order to further advance its mission with speed and the highest quality, the startup has completed a seed round of almost one million Swiss francs.The innovation foundation of the Schwyzer Kantonalbank was won as a lead investor.In addition, experienced Angel investors participated, including David Studer, founder of Xovis, Hans C. Werner, former HR boss of Swisscom, Beat Fellmann, CFO near Valora, Melanie Gabriel, co-founder of Yokoy and Daniel Heller, partner at Farner Consulting.""With an innovative solution, Moodtalk concludes an important gap between problem recognition and implementation in teams and entire organizations and ensures that topics can be addressed directly in the team and challenges in change processes can be addressed immediately,"" says Markus Oswald, CEO at the Innovation Foundation of the Schwyzer Kantonalbank.(Press Release / SK) Image: Moodtalk founder trio Jonas Purtschert, Cyrill Inderbitzin and Loris Niederberger (from left to right)"
S2977,"SICTIC, BAS, private investors",0.49,,"BAS, SICTIC",https://www.moost.io/page/home-energy-recommender-system,0.0,0.0,2023-02-01,VC,Seed,SG,MOOST AG,Male,
S2978,SICTIC,,,,https://nanos.ai/,0.0,0.0,2023-01-01,VC,Later Stage,ZH,Nanocorp AG,Female,
S2980,SICTIC,,,,https://www.prepared.app/,0.0,0.0,2023-01-01,VC,Early Stage,SZ,precisionED,Male,
S2981,SICTIC,,174.27,,https://www.pricehubble.com/,0.0,0.0,2023-10-01,VC,Later Stage,ZH,PriceHubble AG,Male,
S2983,"SICTIC, BAS",0.6,,BAS,https://www.roseframework.io/,0.0,0.0,2023-06-01,VC,Seed,ZH,ROSE Technologies AG,Female,
S2217,Crowdinvesting via Conda.ch,1.25,1.61,https://www.linkedin.com/posts/ph-ltd_startup-crowdinvesting-abschluss-activity-7078657250982031360-COES,https://www.startupticker.ch/en/news/frisches-geld-von-der-crowd,0.0,0.0,2023-07-06,VC,Later Stage,ZH,ph. AG (KA-EX),Male,"Five startups launched crowdinvestments in June.Two campaigns of this have already ended and gave the startups Selma Finance and KA-Ex well over a million francs.Lend also has over CHF 2.3 million before the campaign expires.The children's book startup Librio also scratches on the million border.A little more modest is on the road.The Fintech startup Selma Finance has collected over 1.3 million euros at over 550 backers and thus exceeded its goal by almost a third within a very short time.The majority of investors are already customers of the young financial advisory company.With the fresh money, Selma wants to further expand his customer base in Switzerland and further develop its products.Through the platform conda.ch, Ph.Out of 517 Backers, the Zurich startup flowed 1.25 million francs of fresh capital.This is used in particular for international expansion.The dietary supplement is already among the 10 best -selling brands from this area in Germany.Shortly before a successful completion, the crowdfunding round is at the Fintech startup Lend.The Zurich young company has collected CHF 1.25 million with the existing shareholders.In the subsequent open campaign, the startup, founded in 2015, collected an additional 1.1 million francs with new investors via oomnium.Librio has collected over 955,000 francs via the crowdinvestment platform Conda.The campaign is still running.The startup specializes in personalized children's books.Librio has achieved sales over 17 million francs since its foundation in 2017 and was bootstrapped until the crowdinvestment.With the fresh capital, the startup is aiming for further expansion to international markets.Of the 300,000 customers, 65 percent today come from abroad.According to his community, over a quarter of its target with his community with CHF 108,000.The campaign runs for almost a month.The young company with its platform for entertainment wants to continue to establish itself with fresh money on the Swiss market and reach the break-even point.Update, July 18, 2023: Librio collected CHF 1.2 million at the end of the campaign.Lend collected almost 1.3 million francs at 270 Backers.UPDATE, August 7, 2023: Around 116,000 francs collected around CHF 116,000 at the end of the campaign of 42 investors.(Fabienne Roos)"
S2222,Khosla Ventures,1.3,,,https://www.startupticker.ch/en/news/quazel-obtains-1-5-million-to-advance-its-ai-language-tutor,0.0,0.0,2023-07-13,VC,Seed,ZH,Quazel GmbH,Male,"ETH Spinoff Quazel built an artificial Intelligence-backed language learning app to empower learners get conversational fluency. With 21 languages already supported, the startup has raised $1.5M from Khosla ventures to scale the platform. Speaking is one of the fastest ways to master a local language, however, existing language programs have still failed to emphasize conversational aspect. Tutors are expensive and meeting tandem partners requires a lot of cumbersome scheduling and personal chemistry. This is where Quazel comes in, a Zurich-based startup founded by two computer science graduates from ETH Zurich and a business management graduate from the University of St.Gallen. Quazel enables language learners to talk to an AI app, which is designed to recreate and improve the experience of having a human tutor to practice speech with. In completely unscripted and dynamic conversations with an AI, learners can say anything, and the AI will carry on the conversation. By using cutting-edge machine learning techniques, the Quazel team has been able to create an AI personal language tutor that can talk about anything and deeply understand the context of the conversation. With the app, users can, therefore, have conversations as they would with a tutor in a physical setting while getting a tailored learning structure suitable to their progress and interests. The app offers various features such as scene builder, which allows users to choose their counterpart and topic of discussion, and with gamification, they can earn points as they level up, making the learning journey enjoyable, engaging, and accessible. Following its launch, the app signed more than 50’000 users in just two days.  It currently supports 21 languages: English, Danish, Dutch, French, German, Italian, Japanese, Korean, Spanish, Brazilian Portuguese, Chinese, Czech, Finnish, Indonesian, Norwegian, Polish, Portuguese, Romanian, Russian, Swedish, Turkish and Ukrainian. The company has raised $1.5M in its seed financing round to make personalised and individual tutoring available to a broader audience. The funds will also enable the company to expand its team and advance the app. Khosla Venture, which also provides venture assistance and strategic advice to entrepreneurs working on breakthrough technologies, invested in Quazel. Founded in 2004 by Vinod Khosla, co-founder of Sun Microsystems, the firm has over $15b assets under management. (RAN)"
S2223,"UBS Next, FiveT Fintech, Wingman , Seed X",9.9,,,https://www.startupticker.ch/en/news/numarics-attracts-ubs-as-investor-and-partner,0.0,0.0,2023-07-13,VC,Early Stage,Zug,Numarics AG,Male,"Swiss FinTech startup Numarics has raised a €10.2M seed round for its AI-powered accounting and administration solution tailored to SMEs. The investment was co-led by UBS through UBS Next, the firm’s venture and innovation unit, together with FiveT Fintech. In addition, UBS announced plans to form a strategic partnership with Numarics. Numarics was founded in 2020 by Dominique Rey, a senior expert in financial and regulatory audits with years of experience at PwC and Grant Thornton, and Kristian Kabashi, a business transformation and digital innovation expert. Numarics was developed by experts in finance, auditing, AI and automation with a vision to seamlessly integrate business administration into the lifestyle of today's entrepreneurs through a mobile-first approach. Numarics eliminates the need to use different software for accounting, invoicing, document management and liquidity planning and can save SMEs money by avoiding having to hire consultants.  It offers a digital CFO solution that businesses can count on, and its combination of AI and human expertise enables a unique user experience that is fast, intelligent and secure. It automates many aspects of the back office, benefitting users and experts by removing tedious administrative tasks and providing insights from across the business. The seed investment will support Numarics growth through acquisitions, further expansion in Switzerland and further product development to offer a broader range of services. The investment was co-led by UBS through UBS Next , the firm’s venture and innovation unit, together with FiveT Fintech (formerly Avaloq Ventures) alongside previous investors Wingman Ventures and Seed X . In addition Numarics and UBS plan to form a strategic partnership. The partners aim to create solutions that will seamlessly combine and simplify accounting, time consuming administrative tasks and banking services for SMEs. ”The planned strategic partnership with Numarics is another important milestone in the development of new and integrated offerings and the expansion of the UBS ecosystem for SMEs. The offerings aim to go beyond traditional banking and help SMEs manage their day-to-day business efficiently,” says Alain Conte, Head Corporate & Institutional Clients Switzerland at UBS. Kristian Kabashi, Co-Founder and Co-CEO of Numarics says, ”At Numarics, we are revolutionizing business operations by combining the power of technology and world-class experts. We're excited to welcome UBS Next as our lead investor in this new round. Their financial expertise and backing will enable us to broaden our client base and expand our business. In addition to this investment, our partnership with UBS will enable us to deliver comprehensive financial and administrative solutions to ease the administrative headache and help growing businesses across Switzerland.” Pascal Mathis, Founding Partner at Wingman Ventures, added, “The Numarics business operating system is transforming how SMEs function. In the past year, we have seen the team’s rapid growth and are certain with this round of funding Numarics will be able to impact more SMEs with its transformative solutions. We are happy to back Numarics outstanding team for the second time and support them in their vision.” (Press release / SK)"
S2224,"BlueYard, Acequia Capital and angel investor",1.5,6.67,,https://www.startupticker.ch/en/news/rapidata-banks-chf-1-5-million,0.0,0.0,2023-07-18,VC,Seed,ZH,Rapidata AG,Male,"Rapidata AG, a Zurich-based startup offering a new method for human-verified data processing at scale, has closed a CHF 1.5 million funding round led by BlueYard, a Germany-based investor in tech-driven startups. The funding will allow expanding the team for a quick market entry. With the recent rise of advanced AI tools, many may fear that humans are becoming obsolete; however, this transformation is far from the truth. Human-powered data processing, such as annotation, validation, and assessment, is crucial for the development of AI tools. To work through these millions of repetitive tasks that need human intuition, Rapidata built a unique model that does not rely on a fixed workforce. Instead, they provide a ‘human processing unit in the cloud’ based on a huge network of users from around the world, or, in more metaphorical terms used by one of the investors, a “wetware” service, a play on the word “hardware” referring to the glibbery human brain. With its system, the startup can process large amounts of data with human intelligence and sentiment from specific regions within minutes. The technology has been deployed and verified on smaller projects, and the next step is scaling up to involve larger industry players. Customers will use the platform for typical AI data annotation types such as Classification, Ranking, Comparing, Bounding Boxes, Locating, Segmentation and Tracking. “We offer a self-serve platform , with which we hope to become the number one tool for human data annotation for all the Students, small Startups, Researchers etc., that are working on the AI Tools of the Future”, said Jason Corkill, Rapidata’s Founder and CEO. Interested users can test the platform for Comparing and Locating tasks. Incorporated in May 2023 by Jason Corkill, Marian Kannwischer, Luca Strebel and Mads Kuhlmann-Jørgensen, Rapidata has won new investors to support its next steps. Besides lead investor BlueYard , the round is significantly backed by Acequia Capital and an angel investor. “We’re thrilled by the confidence shown in our vision and platform with this funding round. The funds will significantly accelerate our scaling efforts and help to establish ourselves as a key player for AI data annotation and human data processing,” says Jason Corkill, Rapidata’s Founder and CEO. “High-quality labelled data and human feedback are critical differentiators for training AI models. Rapidata’s innovative approach to human-powered data processing dramatically reduces the cost and time required to develop AI models. We’re proud to support Rapidata in shaping the infrastructure of this new era.” - David Byrd, General Partner at BlueYard Capital. With prior investment rounds from Venturekick and the Wingman Campus fund totalling CHF 70,000, this round marks a significant step in Rapidata’s growth trajectory. The funds will be invested in expanding the team and reach in key markets, including the United States, where many of the key stakeholders in the AI industry reside. (Press release/RAN)"
S3002,Crowdinvesting via Conda,0.18,,,https://www.conda.ch/paygreen-wurde-erfolgreich-finanziert/,0.0,0.0,2023-04-03,VC,Seed,Zug,PayGreen AG,Male,
S3003,private investors,0.2,,Mail an SK von Roman Odermatt,https://www.paygreen.ch/,0.0,0.0,2023-12-05,VC,Seed,Zug,PayGreen AG,Male,
S2236,"Alpana Ventures, Liquid Partners, Credit Suisse, Zürcher Kantonalbank, SICTIC",4.2,15.13,,https://www.startupticker.ch/en/news/4-2-millionen-franken-fuer-reisetechnologie-entwickler-nezasa,0.0,0.0,2023-07-26,VC,Later Stage,ZH,Nezasa AG,Male,"The Zurich Startup Nezasa collected CHF 4.2 million in a financing round.Among the investors are Alpana Ventures, Liquid Partners, Credit Suisse and the Zurich Cantonal Bank.Fresh capital flows into international expansion and product development.Nezasa offers a SaaS platform for the implementation of building new travel.The platform automates the planning, booking and management of complex travel routes.This enables organizers to sell faster, more efficiently and more flexibly than the manual processes currently used.The solution to the Zurich startup is already used in some of the largest actors in the travel industry.NEZASA has now collected CHF 4.2 million in fresh capital in a financing round.A group of renowned investors, including Alpana Ventures, Liquid Partners, Credit Suisse and the Zurich Cantonal Bank, took part in the round.Ennea Capital Partners supported Nezasa in the fundraising process.Nezasa founder Manuel Hilty: «We very much appreciate the strong vote of trust of our investors.Your support is proof of our market -leading product, our strategy and our way to profitability ».The new funds will support Nezasa's global expansion and innovations in the product offers and accelerate their way to profitable growth.""The company is now well positioned to use the new opportunities in the travel technology industry and to consolidate its position as a market-leading B2B Saas provider for medium to large travel companies,"" writes the startup.CEO Hilty is particularly enthusiastic about the possibilities that such a platform in connection with the latest AI developments can once offer: ""We are working, for example, to use AI in order to address one of the greatest unsolved challenges in travel technology: coping with disorders during the trip"".(Press release / fr)"
S3005,"CCI COTTING consulting AG, private investors",1.0,,Mail von Patrick Cotting an SK,https://mitipi.com/de/,0.0,0.0,2023-06-30,VC,Later Stage,Fribourg / Freiburg,Mitipi AG,Male,
S2238,"ACE & Company, Siemens",,,Im 1HY 2023 abgechlossen,https://www.startupticker.ch/en/news/neustark-expandiert-in-den-dach-raum,0.0,1.0,2023-06-01,VC,Early Stage,BE,Neustark AG,Male,"The Bernese startup Neustark has just realized the largest CO2 storage facility in Switzerland.Five other systems are currently under construction.It is just as many in the roof room.For the ambitious expansion strategy, NEUSTARK has taken fresh capital in the first half of the year at a deep double -digit millions.Neustark has presented a remarkable pace since the first inpatient CO2 storage facility was commissioned: The Cleanetech startup has set up a network with two separation and nine storage systems in Switzerland.Most recently, Neustark has put the largest system into operation in the Solothurn Biberist.Five other stores are currently under construction and a new separation system - mostly biogas plants - is added every month.The ETH spin-off, founded in 2019, realized a first so-called separation system in Germany at the same time.The organic waste fermentation system in Dresden is used as a CO2 source, from where the carbon dioxide is removed and supplied in memory systems for concrete recycling.Six large storage facilities in Germany and Austria are currently under construction.The first, and then the largest complex, will be launched in Berlin this September.The contracts with the company partners are already signed for all systems.""With over 1000 and sometimes over 2000 tons of CO2 a year, which can be removed per year per year, the storage performance of our new facilities in Germany will be many times larger than with the latest facility in Biberist,"" said Valentin Gutknecht, founder and co-CEO of Neustark.The expansion to Austria is also pending.Gutknecht: ""There is a separation system under construction and various storage facilities are in the pipeline"".The CleanTech startup wants to be profitable as soon as possible.""However, for the phase of fast high scaling and further expansion, we will again count on the support of investors,"" explains Gutknecht.So far, Neustark has carried out a small round with private investors.The ETH spin-off has completed this spring a somewhat larger round in the deep seven-digit range.The Geneva VC Ace & Company and Siemens took part in the round.(Fri)"
